sim.id,measurement,method,variable,component,value
8,sd,mfvb,gamma,3,0.0775467016831172
8,sd,lrvb,gamma,3,0.0844821231149945
8,mean,truth,gamma,4,0.0298395471561564
8,mean,mfvb,gamma,4,-0.0581475394694929
8,sd,mfvb,gamma,4,0.0820937908861511
8,sd,lrvb,gamma,4,0.0871181315996599
8,mean,truth,gamma,5,-1.32066326669375
8,mean,mfvb,gamma,5,-1.31371314189315
8,sd,mfvb,gamma,5,0.0678149078958144
8,sd,lrvb,gamma,5,0.0743106196054434
8,mean,mcmc,beta,1,-0.0557655155481104
8,sd,mcmc,beta,1,0.0641981865892796
8,effsize,mcmc,beta,1,1700
8,mean,mcmc,beta,2,0.922557181444104
8,sd,mcmc,beta,2,0.0426411420034137
8,effsize,mcmc,beta,2,1700
8,mean,mcmc,beta,3,0.221291983824028
8,sd,mcmc,beta,3,0.0436935500474864
8,effsize,mcmc,beta,3,1395.60389490469
8,mean,mcmc,tau,-1,0.989956323935097
8,sd,mcmc,tau,-1,0.065205149067112
8,effsize,mcmc,tau,-1,1549.98361811521
8,mean,mcmc,nu,-1,1.67186813109863
8,sd,mcmc,nu,-1,0.917483432018307
8,effsize,mcmc,nu,-1,1700
8,mean,mcmc,gamma,1,-0.0274035649349009
8,sd,mcmc,gamma,1,0.0816348855259125
8,effsize,mcmc,gamma,1,1700
8,mean,mcmc,gamma,2,-1.12335561891498
8,sd,mcmc,gamma,2,0.0761064278106579
8,effsize,mcmc,gamma,2,1700
8,mean,mcmc,gamma,3,0.433586657274493
8,sd,mcmc,gamma,3,0.0813281364460683
8,effsize,mcmc,gamma,3,1700
8,mean,mcmc,gamma,4,-0.0586021038547141
8,sd,mcmc,gamma,4,0.0870200533396383
8,effsize,mcmc,gamma,4,1694.35418174104
8,mean,mcmc,gamma,5,-1.31004244940635
8,sd,mcmc,gamma,5,0.0752790641743383
8,effsize,mcmc,gamma,5,1822.54177332373
9,mean,truth,tau,-1,0.845529596654996
9,mean,mfvb,tau,-1,0.835826982311985
9,sd,mfvb,tau,-1,0.0526521508160737
9,sd,lrvb,tau,-1,0.0530686650318265
9,mean,truth,nu,-1,2.44030293977544
9,mean,mfvb,nu,-1,2.07074836402529
9,sd,mfvb,nu,-1,0.976160140222157
9,sd,lrvb,nu,-1,0.977131861778105
9,mean,truth,beta,1,1.71110412224676
9,mean,mfvb,beta,1,1.68449753958059
9,sd,mfvb,beta,1,0.0518857479182685
9,sd,lrvb,beta,1,0.0707909315942117
9,mean,truth,beta,2,2.26242790821291
9,mean,mfvb,beta,2,2.34335064786021
9,sd,mfvb,beta,2,0.0487182632818666
9,sd,lrvb,beta,2,0.0488374996528623
9,mean,truth,beta,3,2.83120404232452
9,mean,mfvb,beta,3,2.8383298985626
9,sd,mfvb,beta,3,0.0478897798056701
9,sd,lrvb,beta,3,0.0480630856193926
9,mean,truth,gamma,1,0.00160471344246102
9,mean,mfvb,gamma,1,0.116163050079003
9,sd,mfvb,gamma,1,0.0812525429503434
9,sd,lrvb,gamma,1,0.0898225147573243
9,mean,truth,gamma,2,-0.269049517844359
9,mean,mfvb,gamma,2,-0.425179785567461
9,sd,mfvb,gamma,2,0.0787027303577207
