sim.id,variable,measurement,method,value
1,z_289,sd,mcmc,0.764475308727057
1,z_290,mean,mcmc,1.46796172125274
1,z_290,sd,mcmc,0.419034668673709
1,z_291,mean,mcmc,-0.00333796211273788
1,z_291,sd,mcmc,0.656724685280264
1,z_292,mean,mcmc,0.60173646534414
1,z_292,sd,mcmc,0.566707190307829
1,z_293,mean,mcmc,-1.02347129813281
1,z_293,sd,mcmc,0.773099729099879
1,z_294,mean,mcmc,-1.18888892228106
1,z_294,sd,mcmc,0.803151409367657
1,z_295,mean,mcmc,0.0319815891566599
1,z_295,sd,mcmc,0.652033805917817
1,z_296,mean,mcmc,-0.0358853539915093
1,z_296,sd,mcmc,0.671167461811674
1,z_297,mean,mcmc,-0.496856656307542
1,z_297,sd,mcmc,0.719196563743363
1,z_298,mean,mcmc,0.330505129889102
1,z_298,sd,mcmc,0.618749431976955
1,z_299,mean,mcmc,-0.510991012673369
1,z_299,sd,mcmc,0.728391910257361
1,z_300,mean,mcmc,0.319532119751843
1,z_300,sd,mcmc,0.606929199295875
1,z_301,mean,mcmc,0.510532942105507
1,z_301,sd,mcmc,0.575496075363955
1,z_302,mean,mcmc,-1.0437316488789
