sim.id,measurement,method,variable,component,value
2,mean,truth,gamma,30,-0.655478379678587
2,mean,mfvb,gamma,30,-0.249026082057278
2,sd,mfvb,gamma,30,0.434599649478755
2,sd,lrvb,gamma,30,0.44601884087074
2,cov,lrvb,cov_beta2_beta1,-1,0.000580538303906384
2,cov,mfvb,cov_beta2_beta1,-1,6.19074454586698e-05
2,cov,lrvb,cov_tau_beta1,-1,-0.000603508968878604
2,cov,mfvb,cov_tau_beta1,-1,0
2,cov,lrvb,cov_tau_beta2,-1,-5.85227450637202e-05
2,cov,mfvb,cov_tau_beta2,-1,0
2,cov,lrvb,cov_log_tau_beta1,-1,-0.00117625081119436
2,cov,mfvb,cov_log_tau_beta1,-1,0
2,cov,lrvb,cov_log_tau_beta2,-1,-0.000114061977376128
2,cov,mfvb,cov_log_tau_beta2,-1,0
2,cov,lrvb,cov_log_tau_tau,-1,0.00379354795104502
2,cov,mfvb,cov_log_tau_tau,-1,0.00337551626305857
2,cov,lrvb,cov_nu_beta1,-1,0.0167554026136702
2,cov,mfvb,cov_nu_beta1,-1,0
2,cov,lrvb,cov_nu_beta2,-1,0.00173094036830103
2,cov,mfvb,cov_nu_beta2,-1,0
2,cov,lrvb,cov_nu_tau,-1,-0.00157996220057486
2,cov,mfvb,cov_nu_tau,-1,0
2,cov,lrvb,cov_nu_log_tau,-1,-0.00307937730160964
2,cov,mfvb,cov_nu_log_tau,-1,0
2,cov,lrvb,cov_log_nu_beta1,-1,0.0121093483093947
2,cov,mfvb,cov_log_nu_beta1,-1,0
2,cov,lrvb,cov_log_nu_beta2,-1,0.00125097321179547
2,cov,mfvb,cov_log_nu_beta2,-1,0
2,cov,lrvb,cov_log_nu_tau,-1,-0.00114185931807029
2,cov,mfvb,cov_log_nu_tau,-1,0
2,cov,lrvb,cov_log_nu_log_tau,-1,-0.00222550619528604
2,cov,mfvb,cov_log_nu_log_tau,-1,0
2,cov,lrvb,cov_log_nu_nu,-1,0.132865430364755
2,cov,mfvb,cov_log_nu_nu,-1,0.0813926475041215
3,mean,truth,tau,-1,0.529754128719235
3,mean,mfvb,tau,-1,0.504699001947948
3,sd,mfvb,tau,-1,0.0409364946696368
3,sd,lrvb,tau,-1,0.04274617974171
3,mean,truth,nu,-1,3.28576975033846
3,mean,mfvb,nu,-1,2.56511595759546
3,sd,mfvb,nu,-1,0.622132002066086
3,sd,lrvb,nu,-1,0.798902785201073
3,mean,truth,log_tau,-1,-0.635342288151527
3,mean,mfvb,log_tau,-1,-0.687086143700973
3,sd,mfvb,log_tau,-1,0.0812442988841875
3,sd,lrvb,log_tau,-1,0.0848243240459923
3,mean,truth,log_nu,-1,1.18960094726915
3,mean,mfvb,log_nu,-1,0.912303669511697
3,sd,mfvb,log_nu,-1,0.246145350155633
3,sd,lrvb,log_nu,-1,0.31426816578938
3,mean,truth,beta,1,1.22037446209105
3,mean,mfvb,beta,1,1.24866010486737
3,sd,mfvb,beta,1,0.0850498560285095
3,sd,lrvb,beta,1,0.137693401201887
3,mean,truth,beta,2,1.68275730186474
3,mean,mfvb,beta,2,1.80317019994217
3,sd,mfvb,beta,2,0.0793461696321069
3,sd,lrvb,beta,2,0.0819015912908616
3,mean,truth,gamma,1,-0.320005224814559
3,mean,mfvb,gamma,1,-0.246223842109847
3,sd,mfvb,gamma,1,0.351968483848576
3,sd,lrvb,gamma,1,0.362519988057574
3,mean,truth,gamma,2,-1.18002570434775
3,mean,mfvb,gamma,2,-0.613996188753337
3,sd,mfvb,gamma,2,0.262616318036832
3,sd,lrvb,gamma,2,0.281982730798453
3,mean,truth,gamma,3,0.286692366797273
3,mean,mfvb,gamma,3,0.0826335545812607
3,sd,mfvb,gamma,3,0.306390938127636
3,sd,lrvb,gamma,3,0.318291470617878
3,mean,truth,gamma,4,-0.0540455741189715
3,mean,mfvb,gamma,4,0.231997515765293
3,sd,mfvb,gamma,4,0.350301063576795
3,sd,lrvb,gamma,4,0.357955846363956
3,mean,truth,gamma,5,0.665369101116098
3,mean,mfvb,gamma,5,0.712902552087336
3,sd,mfvb,gamma,5,0.289180421694723
3,sd,lrvb,gamma,5,0.304755440865235
3,mean,truth,gamma,6,0.096317199417291
3,mean,mfvb,gamma,6,0.0826586401820508
3,sd,mfvb,gamma,6,0.435347707027784
3,sd,lrvb,gamma,6,0.43905721577803
3,mean,truth,gamma,7,-0.763972600295202
3,mean,mfvb,gamma,7,-0.0276734142548827
3,sd,mfvb,gamma,7,0.454808091205004
3,sd,lrvb,gamma,7,0.457121530864058
3,mean,truth,gamma,8,-0.0145561971139665
3,mean,mfvb,gamma,8,-0.118873201561071
3,sd,mfvb,gamma,8,0.302712683639007
3,sd,lrvb,gamma,8,0.315976831327557
3,mean,truth,gamma,9,0.460705360473328
3,mean,mfvb,gamma,9,0.0835369180659018
3,sd,mfvb,gamma,9,0.282779606674283
3,sd,lrvb,gamma,9,0.29828891234435
3,mean,truth,gamma,10,-0.180253237142975
3,mean,mfvb,gamma,10,-0.478899505644127
3,sd,mfvb,gamma,10,0.374943235320506
3,sd,lrvb,gamma,10,0.388275938806377
3,mean,truth,gamma,11,0.80747880617945
3,mean,mfvb,gamma,11,0.256090843337318
3,sd,mfvb,gamma,11,0.348893045312865
3,sd,lrvb,gamma,11,0.356314341519164
3,mean,truth,gamma,12,0.999596339600681
3,mean,mfvb,gamma,12,0.594352729903019
3,sd,mfvb,gamma,12,0.470674271629211
3,sd,lrvb,gamma,12,0.483780889065285
3,mean,truth,gamma,13,0.245290201724741
3,mean,mfvb,gamma,13,0.647501790017186
3,sd,mfvb,gamma,13,0.331097451752833
3,sd,lrvb,gamma,13,0.341266661526028
3,mean,truth,gamma,14,-0.818323261659866
3,mean,mfvb,gamma,14,-0.0201473977957672
3,sd,mfvb,gamma,14,0.391680580549153
3,sd,lrvb,gamma,14,0.400980223938198
3,mean,truth,gamma,15,-0.776374406821819
3,mean,mfvb,gamma,15,0.0928584735142667
3,sd,mfvb,gamma,15,0.40777811193878
3,sd,lrvb,gamma,15,0.413391071609633
3,mean,truth,gamma,16,0.883294578559271
3,mean,mfvb,gamma,16,0.27348880615772
3,sd,mfvb,gamma,16,0.35159043148046
3,sd,lrvb,gamma,16,0.362364943810217
3,mean,truth,gamma,17,-0.229673380055371
3,mean,mfvb,gamma,17,-0.76533596359865
3,sd,mfvb,gamma,17,0.403142960627006
3,sd,lrvb,gamma,17,0.424600446791224
3,mean,truth,gamma,18,-0.0522804688421118
3,mean,mfvb,gamma,18,-0.545792634021169
3,sd,mfvb,gamma,18,0.422095691614694
3,sd,lrvb,gamma,18,0.436854365739494
3,mean,truth,gamma,19,0.328128176087591
3,mean,mfvb,gamma,19,0.249955214845416
3,sd,mfvb,gamma,19,0.432132995371518
3,sd,lrvb,gamma,19,0.4383203101721
3,mean,truth,gamma,20,-0.723002626325994
3,mean,mfvb,gamma,20,-0.396820127888515
3,sd,mfvb,gamma,20,0.35041053918742
3,sd,lrvb,gamma,20,0.363401592392774
3,mean,truth,gamma,21,-0.0916928397417103
3,mean,mfvb,gamma,21,-0.5070016079486
3,sd,mfvb,gamma,21,0.47189129684132
3,sd,lrvb,gamma,21,0.488353231049377
3,mean,truth,gamma,22,0.251158501734714
3,mean,mfvb,gamma,22,-0.0965337872306305
3,sd,mfvb,gamma,22,0.334571964493471
3,sd,lrvb,gamma,22,0.349760805157408
3,mean,truth,gamma,23,-0.323693321591865
3,mean,mfvb,gamma,23,-0.203394833266998
3,sd,mfvb,gamma,23,0.333864595196045
3,sd,lrvb,gamma,23,0.339253519185371
3,mean,truth,gamma,24,-0.0243814225259589
3,mean,mfvb,gamma,24,-0.190425057133735
3,sd,mfvb,gamma,24,0.372670604546518
3,sd,lrvb,gamma,24,0.382364169484033
3,mean,truth,gamma,25,-0.860975137315025
3,mean,mfvb,gamma,25,-0.678316896284106
3,sd,mfvb,gamma,25,0.351123335544705
3,sd,lrvb,gamma,25,0.36595894808804
3,mean,truth,gamma,26,-0.473070590480742
3,mean,mfvb,gamma,26,-0.714501782366006
3,sd,mfvb,gamma,26,0.266619657096443
3,sd,lrvb,gamma,26,0.291553887120929
3,mean,truth,gamma,27,-0.770271815522075
3,mean,mfvb,gamma,27,-0.687001078125084
3,sd,mfvb,gamma,27,0.275274515660592
3,sd,lrvb,gamma,27,0.29923168478052
3,mean,truth,gamma,28,0.0666524310446934
3,mean,mfvb,gamma,28,-0.257380333832694
3,sd,mfvb,gamma,28,0.320765262841552
3,sd,lrvb,gamma,28,0.33140389505999
3,mean,truth,gamma,29,0.181517719478091
3,mean,mfvb,gamma,29,0.294154794451628
3,sd,mfvb,gamma,29,0.403607427586602
3,sd,lrvb,gamma,29,0.410963397469189
3,mean,truth,gamma,30,-0.275264942389184
3,mean,mfvb,gamma,30,-0.0211736992285155
3,sd,mfvb,gamma,30,0.394913802848508
3,sd,lrvb,gamma,30,0.40184581880416
3,cov,lrvb,cov_beta2_beta1,-1,0.000380503066226012
3,cov,mfvb,cov_beta2_beta1,-1,6.29338983582086e-05
3,cov,lrvb,cov_tau_beta1,-1,0.000350096916845789
3,cov,mfvb,cov_tau_beta1,-1,0
3,cov,lrvb,cov_tau_beta2,-1,4.13201644838375e-05
3,cov,mfvb,cov_tau_beta2,-1,0
3,cov,lrvb,cov_log_tau_beta1,-1,0.00069367467638047
3,cov,mfvb,cov_log_tau_beta1,-1,0
3,cov,lrvb,cov_log_tau_beta2,-1,8.18709058752978e-05
3,cov,mfvb,cov_log_tau_beta2,-1,0
3,cov,lrvb,cov_log_tau_tau,-1,0.00362044679196538
3,cov,mfvb,cov_log_tau_tau,-1,0.00332038817071019
3,cov,lrvb,cov_nu_beta1,-1,-0.0206905325655613
3,cov,mfvb,cov_nu_beta1,-1,0
3,cov,lrvb,cov_nu_beta2,-1,-0.00223191019280218
3,cov,mfvb,cov_nu_beta2,-1,0
3,cov,lrvb,cov_nu_tau,-1,-0.00137051822635355
3,cov,mfvb,cov_nu_tau,-1,0
3,cov,lrvb,cov_nu_log_tau,-1,-0.00271551602254783
3,cov,mfvb,cov_nu_log_tau,-1,0
3,cov,lrvb,cov_log_nu_beta1,-1,-0.00806611978078237
3,cov,mfvb,cov_log_nu_beta1,-1,0
3,cov,lrvb,cov_log_nu_beta2,-1,-0.000870101090827248
3,cov,mfvb,cov_log_nu_beta2,-1,0
3,cov,lrvb,cov_log_nu_tau,-1,-0.000534290943961175
3,cov,mfvb,cov_log_nu_tau,-1,0
3,cov,lrvb,cov_log_nu_log_tau,-1,-0.00105863285225256
3,cov,mfvb,cov_log_nu_log_tau,-1,0
3,cov,lrvb,cov_log_nu_nu,-1,0.248817468977241
3,cov,mfvb,cov_log_nu_nu,-1,0.150889173976203
4,mean,truth,tau,-1,0.23968226007979
4,mean,mfvb,tau,-1,0.203940957481969
4,sd,mfvb,tau,-1,0.0165417959747467
4,sd,lrvb,tau,-1,0.0171709550744165
4,mean,truth,nu,-1,3.9527065747653
4,mean,mfvb,nu,-1,2.08182872546625
4,sd,mfvb,nu,-1,0.504917631149549
4,sd,lrvb,nu,-1,0.762212356707708
4,mean,truth,log_tau,-1,-1.42844114912585
4,mean,mfvb,log_tau,-1,-1.59321783168479
4,sd,mfvb,log_tau,-1,0.0812442988841875
4,sd,lrvb,log_tau,-1,0.0843244178102877
4,mean,truth,log_nu,-1,1.374400553066
4,mean,mfvb,log_nu,-1,0.703546686654686
4,sd,mfvb,log_nu,-1,0.246145350155633
4,sd,lrvb,log_nu,-1,0.368527488265963
4,mean,truth,beta,1,0.135136525714785
4,mean,mfvb,beta,1,0.124792309398799
4,sd,mfvb,beta,1,0.133722979419627
4,sd,lrvb,beta,1,0.185559896366715
4,mean,truth,beta,2,1.35205376812766
4,mean,mfvb,beta,2,1.34368279583157
4,sd,mfvb,beta,2,0.124763750803152
4,sd,lrvb,beta,2,0.127621346888644
4,mean,truth,gamma,1,0.4636298676497
4,mean,mfvb,gamma,1,-0.31384656308451
4,sd,mfvb,gamma,1,0.481841431672809
4,sd,lrvb,gamma,1,0.493085850374097
4,mean,truth,gamma,2,-0.264147285212495
4,mean,mfvb,gamma,2,-0.121356910148393
4,sd,mfvb,gamma,2,0.380572663288191
4,sd,lrvb,gamma,2,0.394847997688181
4,mean,truth,gamma,3,-0.742439860334362
4,mean,mfvb,gamma,3,0.0671712906491066
4,sd,mfvb,gamma,3,0.432346252516239
